FIPS,County,State,Total.Pop.2023,Sex.Ratio.2023,Sex.Ratio.2013,Sex.Ratio.2003,Sex.Ratio.Age.0.19.2023,Sex.Ratio.Age.20.39.2023,Sex.Ratio.Age.40.59.2023,Sex.Ratio.Age.60.79.2023,Sex.Ratio.Age.80plus.2023
17061,Greene County,Illinois,11543,100.5734144,102.0901275,95.46136023,104.1064639,105.730897,103.417635,97.9889043,66.4652568
17063,Grundy County,Illinois,53578,101.5271195,99.2417325,98.97557529,104.3020066,106.03986,102.6031294,96.59022931,71.08549472
17065,Hamilton County,Illinois,7911,99.16918429,97.35224586,95.72710104,99.79274611,104.3373494,104.7770701,98.85177453,63.53790614
17067,Hancock County,Illinois,17186,99.46610956,97.44463373,93.87857,106.7901235,103.3760186,102.406015,96.90854444,66.34920635
17069,Hardin County,Illinois,3569,102.324263,100.0478927,102.7526882,100.8450704,97.09302326,118.5096154,93.40659341,106.7961165
17071,Henderson County,Illinois,6088,100,96.19611158,96.71232877,104.2158516,101.7857143,100.2710027,105.6,69.0647482
17073,Henry County,Illinois,48448,99.85974176,99.29332854,96.7835342,106.8896926,106.0063017,101.6203704,94.78275181,66.79920477
17075,Iroquois County,Illinois,26136,97.77525539,95.46129947,96.43934048,103.3510285,105.2063964,101.0062893,94.15950193,61.4181439
17077,Jackson County,Illinois,52141,98.47360207,102.0079099,101.8910014,102.9752332,103.6737523,101.7071701,90.29257896,61.17740652
17079,Jasper County,Illinois,9144,103.1548545,100.8572026,98.17781338,109.7652582,103.0752916,107.1297989,99.03339192,77.77777778
17081,Jefferson County,Illinois,36320,105.9774287,106.1733006,104.7838086,104.2973287,123.6623377,112.7689429,92.62508893,71.87817259
17083,Jersey County,Illinois,21091,98.50352941,95.17229467,96.70556553,102.4860694,103.3826638,104.2829828,90.95291064,73.17073171
17085,Jo Daviess County,Illinois,21756,101.8181818,100.9239325,101.6555696,110.373648,111.6567728,104.1529605,97.07536558,74.80662983
17087,Johnson County*,Illinois,13326,145.3691769,128.9501779,153.7110482,115.8390411,232.9777778,164.3235072,99.09722222,85.33333333
17089,Kane County,Illinois,514982,100.5920594,98.98797603,101.3746892,106.2062293,104.7843828,102.8601036,92.53351735,66.31656532
17091,Kankakee County,Illinois,105940,98.08163342,96.46062423,95.86037764,103.4730087,101.3890963,99.05704127,90.97599439,79.16666667
17093,Kendall County,Illinois,139976,99.90859754,97.9897334,100.188493,105.4429618,101.4373038,102.1016568,89.28090752,64.14423565
17095,Knox County,Illinois,48411,104.7929269,101.208121,99.80021458,109.3491347,122.4098235,109.2510197,90.37206266,72.24669604
17097,Lake County,Illinois,708760,101.1985159,99.70195304,100.2505788,106.0716964,108.7572818,101.0810636,93.85533856,66.3210746
17099,LaSalle County,Illinois,108309,103.1453973,101.2422138,96.19997162,104.5395485,112.6180117,106.7076923,97.01725619,69.8407432
17101,Lawrence County*,Illinois,14813,128.2082884,126.5132024,104.4577263,109.7493036,198.5611511,144.9838188,88.10232005,60.36446469
17103,Lee County*,Illinois,33654,113.9342699,112.3012755,102.3765681,104.3318233,136.8655387,124.7249869,104.2073629,69.08734053
17105,Livingston County,Illinois,35320,104.3981481,100.3858314,97.82230856,114.2387456,108.2544307,105.1929143,98.3234714,71.94174757
17107,Logan County*,Illinois,27590,104.0378642,103.1882281,100.4395749,107.3356401,122.636445,105.7342233,91.67476514,60.15625
17109,McDonough County,Illinois,26839,98.83686472,98.83484372,95.69420556,102.690583,106.0746524,100.1892506,94.07591344,59.80392157
17111,McHenry County,Illinois,312800,100.4691285,99.1241528,100.4650218,106.1825737,105.3313963,101.07791,94.30445803,68.27143512
17113,McLean County,Illinois,170441,96.15946783,95.07076786,94.18594608,98.23279602,100.2868357,98.99321964,89.58974359,64.79859895
17115,Macon County,Illinois,100591,92.38242775,92.11453822,90.80834195,103.5483871,92.87940935,93.1733554,87.34657623,63.97149938
17117,Macoupin County,Illinois,44018,98.45807033,97.17833911,95.50291106,110.8096561,102.2083333,99.57348498,93.17219478,61.32478632
17119,Madison County,Illinois,262752,95.56839073,95.55002744,93.59591765,104.313151,99.06836965,97.22934838,89.55938061,59.20628243
17121,Marion County,Illinois,36673,96.63806971,95.57454987,93.04389313,105.3789199,100.1940335,102.1694451,87.57264193,61.09057301
17123,Marshall County,Illinois,11683,101.5352769,98.36440955,96.37471439,104.7993706,109.2654424,104.9889949,99.2926045,65.85365854
17125,Mason County,Illinois,12523,99.15712468,96.93678641,95.37117904,99.7105644,105.0552923,102.6498423,97.4137931,73.78190255
17127,Massac County,Illinois,13661,94.2966861,91.67312161,93.11985597,102.9274784,97.37206086,97.74725275,89.52819333,64.88549618
17129,Menard County,Illinois,11954,95.48650859,95.2173913,97.58997939,100.2888087,95.50304878,96.85534591,95.07227332,68.62745098
17131,Mercer County,Illinois,15487,100.8690013,98.26097681,96.41808573,101.9329164,109.4493116,100.4058853,101.5392781,68.87550201
17133,Monroe County,Illinois,34957,99.50348134,98.05244776,97.70911732,106.9071374,105.0149905,100.6580344,96.90991205,56.92007797
17135,Montgomery County*,Illinois,27663,113.1201849,107.2709304,107.792923,110.4861111,149.3222892,120.3400504,95.77507599,57.46421268
17137,Morgan County,Illinois,32140,102.1002327,101.4504432,99.09332154,107.5110457,116.6892441,107.4044586,89.91915109,61.77818515
17139,Moultrie County,Illinois,14342,97.27647868,94.27521008,93.37846987,105.2492047,104.8185232,97.88450543,93.63867684,49.03225806
17141,Ogle County,Illinois,51265,99.89472042,98.19498692,99.36437491,103.7213898,101.977304,104.9712276,97.28695073,65.438714
17143,Peoria County,Illinois,177513,94.94712103,94.20903082,92.6248413,104.2872081,96.8422874,97.49141549,86.80901912,62.48166003
17145,Perry County*,Illinois,20503,121.8219193,119.1341205,115.6175375,109.971374,182.1860221,123.7740806,95.80479452,67.78846154
17147,Piatt County,Illinois,16714,100.1436954,99.21183461,96.42900229,104.5124481,101.5258856,106.3586687,95.16977523,73.14049587
17149,Pike County,Illinois,14342,99.16678239,100.4365178,99.06131179,106.0536836,108.9250814,104.2813456,92.91023442,53.10734463
17151,Pope County,Illinois,3707,103.0120482,112.9479216,118.3412322,112.1212121,105.5944056,106.6132265,99.38650307,88.60759494
17153,Pulaski County,Illinois,4911,102.0156314,91.20700844,92.83134204,108.8560886,110.7142857,107.9279279,86.59793814,92.68292683
17155,Putnam County,Illinois,5561,105.3545052,103.5106013,99.63780046,107.8014184,107.2953737,105.8192956,107.3235686,81.46067416
17157,Randolph County*,Illinois,29815,114.7745282,123.3405143,113.7361219,108.5732566,151.3927577,127.1207054,98.76755517,50.99457505
17159,Richland County,Illinois,15488,98.66598256,96.56188605,93.44282092,107.3649755,104.1399417,102.2913257,92.53650622,62.19081272
17161,Rock Island County,Illinois,141236,97.43346008,97.15582855,95.01206865,105.1387521,100.9915599,102.4433449,88.96744297,65.27004117
17163,St. Clair County,Illinois,251018,93.97559637,93.12908035,91.08407508,105.0791686,96.77115987,92.36060161,87.81187978,59.43925234
17165,Saline County,Illinois,22873,97.11306446,97.71223595,93.68421053,107.9255964,100.8422665,98.32134293,93.5302391,57.67195767
17167,Sangamon County,Illinois,193491,93.04891798,92.39560992,91.2338245,105.1924878,94.4220458,95.44211119,85.62555834,57.73942094
17169,Schuyler County,Illinois,6733,119.1018549,110.9589041,98.42857143,104.6031746,133.7115073,152.7152318,104.8721072,64.8
17171,Scott County,Illinois,4710,97.31881022,94.58551158,95.8573487,106.1507937,92.23484848,103.9115646,94.48051948,71.52317881
17173,Shelby County,Illinois,20568,100.2921414,98.66283766,96.63562895,108.183018,101.4691943,104.7443763,96.74676525,70.78804348
17175,Stark County,Illinois,5218,102.6407767,96.38554217,94.69529523,101.6339869,108.8724584,105.1612903,100.3125,85.18518519
17177,Stephenson County,Illinois,43105,95.85169703,93.687749,92.88897812,106.8268015,97.77729353,98.9453125,93.28974535,60.33295063
17179,Tazewell County,Illinois,129541,98.58505028,97.1526542,97.20012334,107.311162,106.366334,101.1425099,88.33062154,63.86058981
17181,Union County,Illinois,16667,102.5397983,100.4228088,96.50546359,100.9698276,111.0471807,108.7020649,96.13152805,81.61350844
17183,Vermilion County,Illinois,71652,100.3635245,98.36307692,97.71904157,106.5546029,108.7102804,101.4869888,92.52038284,69.03381643
17185,Wabash County,Illinois,10942,100.918105,96.25021019,95.90368981,108.1781377,107.6794658,106.316653,94.42090395,62.6984127
17187,Warren County,Illinois,16185,100.5079286,96.33170298,95.26531493,103.5254883,104.1170098,103.6813187,97.13358572,73.1441048
17189,Washington County,Illinois,13536,102.8776978,101.0040441,98.10750427,105.846363,107.2280702,103.9786223,102.9779631,72.39709443
17191,Wayne County,Illinois,15761,100.4451227,96.997281,94.9639451,104.5234249,108.0194411,100,97.72020725,73.85496183
17193,White County,Illinois,13401,97.85914661,94.63322546,92.43243243,110.8606557,105.1189618,100.7917174,90.57714959,60.82474227
17195,Whiteside County,Illinois,54498,99.10854554,97.49132273,96.01420679,105.6918239,104.9374479,102.2822543,93.69871043,64.64877213
17197,Will County,Illinois,700728,99.46939333,98.70154402,99.89707224,104.4021262,103.6730861,100.678698,92.80165639,63.58638349
17199,Williamson County,Illinois,66706,100.7342542,99.2320189,96.41574803,109.9464947,109.3472585,101.9948064,90.43434597,67.24511931
17201,Winnebago County,Illinois,280922,95.98161029,95.66299253,95.72415403,105.4549097,96.95991848,97.30567826,90.43914521,64.0346133
17203,Woodford County,Indiana,38285,100.0574803,98.61068702,96.40464128,106.7631851,102.4170616,101.9397006,98.57312723,60.31746032
18001,Adams County,Indiana,36288,99.20948617,98.1808821,97.75874208,103.0856005,105.873679,104.8911583,90.43300176,56.73469388
18003,Allen County,Indiana,394545,96.83257919,95.03024578,96.05093628,105.4592672,98.34239834,98.81678484,88.16312739,61.21450728
18005,Bartholomew County,Indiana,84003,102.085739,99.55156951,97.58933714,105.2446907,111.0267603,106.2723831,90.06889998,68.1433549
18007,Benton County,Indiana,8729,104.8580146,101.0110294,98.43307943,114.2990654,110.9422492,105.4650048,100.5494505,53.78486056
18009,Blackford County,Indiana,11893,96.51354924,98.01366598,97.41007194,98.3550377,106.9510269,95.80797836,96.48275862,59.29648241
18011,Boone County,Indiana,76120,100.0578202,97.93361322,96.05289362,108.8837814,102.0266609,101.5151515,91.60027952,62.83783784
18013,Brown County,Indiana,15653,101.1178209,99.40397351,100.4380725,101.7580872,107.4391989,100.2849003,100.5330053,85.40669856
18015,Carroll County,Indiana,20525,103.4999009,98.88262632,98.84438351,109.173518,108.6699955,106.8541997,95.38216561,80.03731343
18017,Cass County,Indiana,37666,102.4727195,100.2854918,101.0144421,110.14461,107.617234,104.934843,97.40450539,58.24790308
18019,Clark County,Indiana,125467,96.5858703,96.228255,94.61319737,106.0467374,99.85059463,98.87599267,87.09796129,59.84513274
18021,Clay County,Indiana,26460,98.76802885,97.24791004,94.46313634,103.4269836,103.2684054,102.7896996,92.4576542,64.93108729
18023,Clinton County,Indiana,32730,99.28153921,97.21921271,98.24375918,104.4362692,104.3322225,103.7770734,92.46785058,54.23529412
18025,Crawford County,Indiana,10438,103.9070131,103.0592734,100.3108998,96.79595278,106.6282421,105.6264066,111.7246596,74.26160338
18027,Daviess County,Indiana,33656,101.1835734,99.61662132,98.09170421,104.691358,107.7868852,102.9501809,96.96776253,56.35491607
18029,Dearborn County,Indiana,51215,100.0507793,98.90826202,98.89670677,104.8569978,105.5888575,102.2867459,94.177298,69.26131851
18031,Decatur County,Indiana,26399,101.273254,97.42644292,97.64132086,105.9969088,107.5835476,104.8901269,95.86426299,57.12270804
18033,DeKalb County,Indiana,44198,100.2809498,98.45894421,99.21946963,101.7626527,106.5319992,103.5254617,95.64937848,63.4122288
18035,Delaware County,Indiana,112321,93.51676372,93.18572657,92.45789287,99.29358147,95.82700636,96.42943112,87.14578354,66.50668495
18037,Dubois County,Indiana,43546,102.3042973,97.38992389,98.27442522,108.0007257,105.6184486,108.591133,97.60988455,56.86433794
18039,Elkhart County,Indiana,206409,99.10195814,97.78998429,99.35724741,104.887419,103.995016,100.4308202,90.41281065,64.1025641
18041,Fayette County,Indiana,23362,97.54777609,96.79524242,94.54261142,102.262931,100.6797583,102.6879891,89.39393939,75.85089141
18043,Floyd County,Indiana,80809,95.30876133,94.13642516,94.09760087,104.4386963,98.97131553,97.41855592,87.38778191,57.16463415
18045,Fountain County,Indiana,16731,100.2273815,99.8342803,98.2754734,110.9309623,103.1578947,99.38036225,96.47779479,65.50308008
18047,Franklin County,Indiana,23096,99.29243248,100.5412956,99.52468973,97.88359788,104.9457177,102.9129541,100.2205882,62.48012719
18049,Fulton County,Indiana,20358,102.0845742,100.2252032,97.49706688,105.3989678,109.8048327,103.2258065,97.78506973,72.3183391
18051,Gibson County,Indiana,32904,103.8535407,99.42823109,97.58868677,111.2742658,106.8319705,107.1772762,98.29980164,63.60465116
18053,Grant County,Indiana,66200,93.76554954,92.16490817,92.4025137,100.5820169,93.53603342,98.6136542,88.05007098,65.97462514
18055,Greene County,Indiana,31196,101.2775018,100.226272,97.28442115,104.1620112,104.625928,103.7528721,99.94550409,68.91566265
18057,Hamilton County,Indiana,371645,96.88653906,95.5277163,96.97051179,105.0566007,96.74946074,98.92676159,89.14827812,62.37201365
18059,Hancock County,Indiana,86166,97.83262542,96.56604819,97.05325404,105.6566231,100.0282939,99.38238927,89.93765722,71.16085372
18061,Harrison County,Indiana,40006,100.6318957,99.70300579,99.8195353,110.0043879,101.1685393,103.4910784,94.02332362,71.76591376
18063,Hendricks County,Indiana,186387,101.4123622,99.95442412,101.2352811,109.0641925,106.4730364,103.6943711,89.24972004,64.49591281
18065,Henry County*,Indiana,48929,110.6647722,106.6466407,93.74822277,107.9692012,134.7768281,119.9861328,92.67555556,62.90087464
18067,Howard County,Indiana,83831,94.66155811,93.24987154,93.42054108,104.9432263,100.2616533,95.27214938,84.78756066,65.36997886
18069,Huntington County,Indiana,36781,98.83771219,96.78420461,94.80871522,103.9337474,107.6992959,101.1313221,94.64931309,49.22089826
18071,Jackson County,Indiana,46460,102.8466643,99.83897681,97.96918101,111.1382511,105.742798,108.2238011,90.62830548,67.39726027
18073,Jasper County,Indiana,33535,100.2687369,98.97011549,99.2470558,106.1761811,103.2061473,103.0932704,94.31083527,70.43478261
18075,Jay County,Indiana,20032,102.5070764,97.51137524,96.99570815,110.7129385,108.9385475,101.4981273,95.32538955,68.11023622
18077,Jefferson County,Indiana,33056,93.80863039,93.17707401,99.04025925,98.09976247,91.65885661,97.38903394,95.4188813,59.64071856
18079,Jennings County,Indiana,27622,103.2075333,100.2198893,99.10797117,107.3785243,104.7604423,105.3824363,97.80521262,83.66247756
18081,Johnson County,Indiana,167819,99.00744711,97.10997546,95.05691466,106.741573,102.8445586,101.7383479,89.15477362,60.54153523
18083,Knox County,Indiana,36070,103.8659357,102.7113408,99.15105083,112.7057732,116.369606,104.5567112,92.63105836,56.67311412
18085,Kosciusko County,Indiana,80364,100.5339988,98.99054434,99.49431773,103.3652905,103.9910633,104.0360204,97.56541524,65.93296648
18087,LaGrange County,Indiana,40907,104.5043244,101.9779404,102.7276852,107.1895425,109.3082835,105.6206089,98.16462736,73.23162275
18089,Lake County,Indiana,500598,94.71399566,93.51375602,93.43729539,105.0058883,97.64007995,94.83575319,87.45393395,60.61316939
18091,LaPorte County,Indiana,111706,107.8405835,107.1174973,106.1823071,106.7170783,128.6026378,113.1254811,93.8315902,63.27171259
18093,Lawrence County,Indiana,45084,99.79614447,97.94703701,95.50724022,106.1882167,105.538099,103.0414263,93.05402426,65.09584665
18095,Madison County,Indiana,132504,101.7141378,99.76850077,98.30375704,108.8801019,109.6702345,106.1491443,88.62140055,67.05112219
18097,Marion County,Indiana,968460,93.92665125,92.77549514,93.41483944,104.1530324,94.39754716,94.35178464,84.68476824,55.47354747
18099,Marshall County,Indiana,46352,101.6619534,98.67016771,99.47340935,106.3359035,107.9571984,104.9972643,96.22418879,62.85278413
18101,Martin County,Indiana,9897,105.076668,102.5133584,103.5885167,107.7865267,110.6542056,107.965368,99.41666667,83.33333333
18103,Miami County*,Indiana,35402,119.5472868,114.9982166,109.1705043,109.8309493,154.6836143,127.5376636,98.01587302,70.55288462
18105,Monroe County,Indiana,139342,98.93211507,99.43847039,96.75198588,104.5445603,104.0550639,100.745306,87.92730766,63.49965824
18107,Montgomery County,Indiana,38573,104.0683526,102.1574344,99.92534528,114.4874023,112.2139134,102.9072348,95.09001637,67.51361162
18109,Morgan County,Indiana,73227,100.4022989,98.34672921,98.7930134,107.6478225,103.5834132,100.6504904,95.56580348,69.13345984
18111,Newton County,Indiana,13960,104.1532612,102.5411493,101.4971751,103.2849021,110.9517601,112.0879121,100.659868,65.14423077
18113,Noble County,Indiana,47430,102.036122,99.78008966,102.5625591,107.270005,103.5858675,103.6705304,100.5740301,61.06796117
18115,Ohio County,Indiana,6004,101.7473118,99.33399933,96.78089304,110,102.8716216,105.1212938,95.11323004,86.8852459
18117,Orange County,Indiana,19638,101.3740771,98.25087456,98.60517206,115.3003069,102.8491359,103.0135823,93.06569343,65.35433071
18119,Owen County,Indiana,21532,102.2163787,101.1697575,101.2746234,108.440693,104.7989624,101.5804598,100.3932785,76.14314115
18121,Parke County*,Indiana,16484,93.04368193,88.15631481,89.84699454,108.1560284,79.283054,89.65517241,99.74912193,76.8321513
18123,Perry County*,Indiana,19209,121.9667206,115.6965119,109.9820949,115.1469856,158.88,128.8279773,100.2269632,73.06843267
18125,Pike County,Indiana,12106,103.0526669,100.8842444,100.220299,103.3933518,109.5652174,105.9187887,101.2286689,72.53731343
18127,Porter County,Indiana,175335,98.20822971,96.97808699,96.80726801,107.2849341,101.4471174,99.96512186,90.99166918,62.69592476
18129,Posey County,Indiana,25040,101.2053033,99.10422184,99.44096601,102.8759529,105.1588785,104.5690214,100.3215434,67.73255814
18131,Pulaski County,Indiana,12385,101.316645,103.7637795,100.3536172,103.8095238,104.3280182,104.8941799,100.8959338,70.39800995
18133,Putnam County*,Indiana,37567,112.54314,112.8768523,109.8227559,105.8892539,133.0066815,118.2953181,99.66373513,70.29147982
18135,Randolph County,Indiana,24216,100.2646378,97.02353484,97.02045657,107.0024146,110.3660886,101.1356045,92.04466155,66.66666667
18137,Ripley County,Indiana,29227,102.3049768,97.30841643,97.06010453,115.570051,106.6502463,100.8714597,95.41227526,59.22580645
18139,Rush County,Indiana,16847,97.96709753,96.91808597,97.56822183,102.5993134,99.09729188,100.5755396,95.51616267,71.72995781
18141,St. Joseph County,Indiana,272848,95.56473,94.18719642,93.64771638,103.7039109,97.95349578,96.46680942,89.26574057,60.10261053
18143,Scott County,Indiana,24657,95.47328365,96.973466,98.89774462,98.16933638,98.68464321,99.66350566,90.68483063,60.11342155
18145,Shelby County,Indiana,45231,100.1814561,98.13631285,98.97247706,106.9056604,104.2183623,102.9252058,94.76033379,62.89782245
18147,Spencer County,Indiana,19910,103.8705714,101.3968377,101.9221143,107.6889085,104.7395589,108.9607201,99.06466043,80.17057569
18149,Starke County,Indiana,23206,101.1441449,98.07395994,97.89036686,107.0375829,102.3373588,102.97932,96.5323993,80.83941606
18151,Steuben County,Indiana,34917,105.6844958,102.6711481,100.9095805,114.9206349,113.6302294,105.1459673,97.87092482,77.0212766
18153,Sullivan County*,Indiana,20757,121.7865157,119.4787665,116.6334264,116.8765743,160.1864802,129.2480266,95.62363239,64.4320298
18155,Switzerland County,Indiana,10019,109.0340079,103.9253415,102.4892704,116.0774411,107.495069,107.4132492,108.8665448,89.08296943
18157,Tippecanoe County,Indiana,188792,105.4454045,104.8558883,105.6162225,109.1041667,118.1102609,99.20191107,87.5569044,67.46519909
18159,Tipton County,Indiana,15256,101.7188946,100.1287498,95.7139446,107.504576,105.6152927,105.8252427,97.36008448,71.11553785
18161,Union County,Indiana,6973,99.11479155,98.39804507,99.69083755,110.9498681,100.129199,96.37362637,94.3438914,81.81818182
18163,Vanderburgh County,Indiana,179810,95.28857224,93.51813367,91.13109972,102.4919094,99.1478553,98.90403126,88.28588375,57.04795516
18165,Vermillion County,Indiana,15417,100.951512,97.50809868,96.21012233,107.1794872,112.0963006,104.7445255,90.94781683,56.93779904
18167,Vigo County,Indiana,106153,101.4135549,103.0018762,97.58913604,107.123506,113.3818476,107.417486,86.63615561,49.26568758
18169,Wabash County,Indiana,30670,95.6993364,94.32132964,94.32620077,101.9198193,101.6217782,97.32095491,94.32118331,57.00267618
18171,Warren County,Indiana,8518,101.9440493,99.49940405,100.7495901,102.9644269,104.9944506,106.8334937,103.0150754,65.31365314
18173,Warrick County,Indiana,65867,97.60297603,97.69338228,97.4976324,105.0325488,99.08866033,101.417858,91.99618217,62.97327394
18175,Washington County,Indiana,28205,100.4050021,100.1224696,100.7289692,101.7941176,106.1403509,105.9651097,93.34346505,69.7492163
18177,Wayne County,Indiana,66127,95.0591428,94.18741227,92.93043526,102.014652,99.54813606,97.84615385,88.10235095,62.86458333
18179,Wells County,Indiana,28555,99.53182866,98.04916393,97.49058079,106.34278,103.2579186,105.0945699,93.64035088,54.44579781
18181,White County,Indiana,24917,99.71946137,98.23706231,96.62831576,104.3423138,107.4188563,101.7875559,94.17040359,66.66666667
18183,Whitley County,Iowa,34742,101.4612931,99.06100478,99.27866363,106.5081652,106.2673043,102.4732461,97.56337682,67.5
19001,Adair County,Iowa,7389,101.6098226,96.56732304,94.46902655,105.3227633,109.1383812,100.3592814,105.8890147,62.08053691
19003,Adams County,Iowa,3544,101.592719,99.23195084,95.73696145,106.2034739,102.994012,101.0025063,107.6604555,65.4676259
19005,Allamakee County,Iowa,14074,104.8915417,103.1326693,101.130969,107.8420467,106.7010309,109.4466937,102.0363236,82.36714976
19007,Appanoose County,Iowa,12119,100.9784411,96.91876751,91.66547534,109.9214847,104.0540541,102.7121001,97.92583281,67.78846154
19009,Audubon County,Iowa,5534,96.31074849,95.17310253,93.12312312,101.0869565,93.84057971,102.0504732,101.4965986,60.23622047
19011,Benton County,Iowa,25796,102.0046985,99.61938791,99.20822231,107.2997416,105.962963,100.9199632,101.9164956,72.56637168
19013,Black Hawk County,Iowa,130471,97.25892776,95.79203181,93.10292047,101.7259318,101.0659872,102.3980815,89.63270142,62.80616873
19015,Boone County,Iowa,26590,103.7235673,101.3945292,97.32176537,113.2258065,109.0549885,109.0545119,98.03186504,49.93564994
19017,Bremer County,Iowa,25307,100.3086908,96.23952096,93.74740168,105.487431,103.9070394,104.8130194,95.70529434,65.72481572
19019,Buchanan County,Iowa,20691,100.8639938,98.78982698,98.89164915,102.4928775,107.9617834,103.9366883,95.41720709,71.62162162
19021,Buena Vista County,Iowa,20567,104.8505976,101.4929742,100.9039775,108.7760592,106.9410815,108.8165959,102.7291452,64.57142857
19023,Butler County,Iowa,14172,102.168331,98.37064512,95.97084162,113.1957473,111.9115549,99.5373048,99.08519154,61.95856874
19025,Calhoun County,Iowa,9763,108.1219356,106.9412503,103.0192308,104.8245614,132.3045267,118.9602446,97.95751634,60.16042781
19027,Carroll County,Iowa,20522,100.6256721,95.83373057,94.41356309,112.2902848,104.5391385,106.4402294,93.99350649,55.28350515
19029,Cass County,Iowa,13130,98.06909036,96.41099855,93.96704344,103.8936959,106.9045772,104.0677966,90.36827195,64.73029046
19031,Cedar County,Iowa,18302,100.3722356,98.17331739,97.61930883,107.0123457,100.7676561,103.5993062,101.2026726,61.42384106
19033,Cerro Gordo County,Iowa,42406,96.69743495,95.65784151,93.18152689,104.2735043,104.0707965,100.6198347,91.93048864,58.36477987
19035,Cherokee County,Iowa,11605,101.0568261,98.39598997,98.63497671,103.5587189,108.3333333,111.2699748,98.15546772,62.4015748
19037,Chickasaw County,Iowa,11658,104.1681261,100.0651997,100.8574151,102.2084196,114.801444,112.109375,105.1929825,58.25892857
19039,Clarke County,Iowa,9588,104.5221843,99.54672998,98.40379638,104.9354594,117.2020725,106.238698,101.3565891,61.94029851
19041,Clay County,Iowa,16511,98.68832732,96.11071343,95.13264129,102.8798411,101.1640798,105.2066559,92.98839458,75.04456328
19043,Clayton County,Iowa,16969,103.4652278,100.7786053,99.04385097,105.1030928,104.8288509,115.0197628,102.2308022,68.73111782
19045,Clinton County,Iowa,46158,98.64864865,96.34404229,95.23734551,105.6865215,100.6771136,100.5916099,96.13239791,64.82155863
19047,Crawford County,Iowa,16013,106.5660475,104.5481324,99.92847777,106.4965197,104.4407895,117.7304965,106.8651276,71.26436782
19049,Dallas County,Iowa,111092,98.60199868,96.4020859,98.71931243,104.1847229,100.6814757,103.1346424,87.85333182,57.59552656
19051,Davis County,Iowa,9169,103.7102866,97.14478417,98.68791003,106.4561404,110.3743316,107.7087794,99.57582185,65.90909091
19053,Decatur County,Iowa,7665,99.03921059,100.9293226,96.95065177,101.509434,108.6021505,98.91598916,95.4075775,66.26984127
19055,Delaware County,Iowa,17600,103.5858878,100.171841,97.68029903,108.3059596,106.3817664,106.3586687,102.3886082,72.05623902
19057,Des Moines County,Iowa,38253,97.0686724,95.50382344,93.50558004,105.344523,98.11534968,98.2482699,94.49188728,66.78052946
19059,Dickinson County,Iowa,18056,99.46973045,98.96263114,95.76433885,107.0368334,105.3056517,103.975843,96.29493764,68.70229008
19061,Dubuque County,Iowa,98887,98.67199743,97.64543507,94.91470455,103.6913299,106.4782965,101.6976702,93.79578548,55.48876938
19063,Emmet County,Iowa,9229,104.9522541,101.5503876,95.39136796,104.137931,118.2581322,110.3819785,101.106383,66.96165192
19065,Fayette County,Iowa,19210,102.9368265,101.1863908,97.35552473,113.6818182,109.4547274,108.2085949,99.63008631,51.11402359
19067,Floyd County,Iowa,15326,99.73934576,96.28812936,94.35861423,106.7172264,103.4926471,102.7730617,94.46202532,72.7443609
19069,Franklin County,Iowa,9875,104.0710891,99.86684421,97.81512605,117.3092699,101.6376663,108.9189189,96.94467382,71.42857143
19071,Fremont County,Iowa,6458,102.1283255,98.56741573,96.54996167,113.6427567,104.6104928,100.2614379,100.814901,70.995671
19073,Greene County,Iowa,8584,100,95.37116041,93.78881988,109.4567404,101.826484,110.7675906,91.42114385,66.06060606
19075,Grundy County,Iowa,12384,100.2587322,97.64573991,97.89915966,100.5040958,104.2585551,108.2336383,96.46258503,71.09974425
19077,Guthrie County,Iowa,10722,100.861746,100.2439482,98.19519888,110.1608806,105.2073288,101.3975155,99.44827586,63.87434555
19079,Hamilton County,Iowa,14729,100.941337,98.0508584,99.11253544,105.7608696,108.4723149,104.3202765,98.09027778,60.91081594
19081,Hancock County,Iowa,10615,102.1904762,101.6485507,99.05389424,108.6336966,111.5313653,106.5699659,101.8573551,52.74725275
19083,Hardin County,Iowa,16463,102.4222304,100.8316008,95.42673108,109.0909091,112.2123894,107.2878709,99.86065954,55.94713656
19085,Harrison County,Iowa,14670,102.1775083,98.43814789,96.03024575,103.9291644,105.4545455,104.4963005,104.0256709,66.89497717
19087,Henry County*,Iowa,19547,109.5069668,105.2173022,104.5315993,108.3027523,132.9578844,115.1286602,96.88065099,62.77258567
19089,Howard County,Iowa,9376,103.2957502,99.1350211,97.76649746,104.7124601,105.8945191,108.4878049,103.1336406,69.96466431
19091,Humboldt County,Iowa,9500,99.74768713,95.93035027,96.30503145,101.5510204,101.4749263,109.3812375,96.02032176,71.90332326
19093,Ida County,Iowa,6833,99.73691903,101.5384615,95.15072084,104.3575419,107.9885877,99.86666667,101.972873,54.92424242
19095,Iowa County,Iowa,16381,103.4906832,98.30694275,96.27699181,111.9855967,104.5214328,106.6531234,100.6704487,65.05050505
19097,Jackson County,Iowa,19342,101.984127,98.28304379,96.73189824,103.2865907,112.3814542,105.7067603,98.290938,65.61461794
19099,Jasper County,Iowa,37919,107.1850071,104.1805648,102.782138,106.0461957,124.7140726,117.2485071,94.40333025,61.63575042
